132,Hogar,286.04,2026-02-05 15:29:18
133,Electronica,492.84,2026-02-05 15:29:18
134,Hogar,265.93,2026-02-05 15:29:18
135,Electronica,413.96,2026-02-05 15:29:18
136,Hogar,260.58,2026-02-05 15:29:18
137,Electronica,512.92,2026-02-05 15:29:18
138,Electronica,233.44,2026-02-05 15:29:18
139,Electronica,329.94,2026-02-05 15:29:18
140,Electronica,446.04,2026-02-05 15:29:18
141,Electronica,212.11,2026-02-05 15:29:18
142,Electronica,525.5,2026-02-05 15:29:18
143,Electronica,249.59,2026-02-05 15:29:18
144,Electronica,289.08,2026-02-05 15:29:18
145,Hogar,272.04,2026-02-05 15:29:18
146,Electronica,313.75,2026-02-05 15:29:18
147,Hogar,288.98,2026-02-05 15:29:18
148,Electronica,65.74,2026-02-05 15:29:18
149,Electronica,525.65,2026-02-05 15:29:18
150,Electronica,535.73,2026-02-05 15:29:18
151,Electronica,328.24,2026-02-05 15:29:18
152,Electronica,140.14,2026-02-05 15:29:18
153,Hogar,94.75,2026-02-05 15:29:18
154,Hogar,456.31,2026-02-05 15:29:18
155,Hogar,457.34,2026-02-05 15:29:18
156,Electronica,428.74,2026-02-05 15:29:18
157,Hogar,78.85,2026-02-05 15:29:18
158,Hogar,168.36,2026-02-05 15:29:18
159,Hogar,311.29,2026-02-05 15:29:18
160,Electronica,233.31,2026-02-05 15:29:18
161,Electronica,76.65,2026-02-05 15:29:18
162,Electronica,543.23,2026-02-05 15:29:18
163,Hogar,377.48,2026-02-05 15:29:18
164,Hogar,217.46,2026-02-05 15:29:18
165,Electronica,515.37,2026-02-05 15:29:18
166,Hogar,376.95,2026-02-05 15:29:18
167,Electronica,202.24,2026-02-05 15:29:18
168,Electronica,386.08,2026-02-05 15:29:18
169,Hogar,139.91,2026-02-05 15:29:18
170,Hogar,530.51,2026-02-05 15:29:18
171,Hogar,405.33,2026-02-05 15:29:18
172,Electronica,390.14,2026-02-05 15:29:18
173,Electronica,496.2,2026-02-05 15:29:18
174,Electronica,390.2,2026-02-05 15:29:18
175,Electronica,67.29,2026-02-05 15:29:18
176,Hogar,358.47,2026-02-05 15:29:18
177,Hogar,129.53,2026-02-05 15:29:18
178,Hogar,514.89,2026-02-05 15:29:18
179,Electronica,522.34,2026-02-05 15:29:18
180,Electronica,523.46,2026-02-05 15:29:18
181,Hogar,243.3,2026-02-05 15:29:18
182,Hogar,409.38,2026-02-05 15:29:18
183,Hogar,259.25,2026-02-05 15:29:18
184,Hogar,505.58,2026-02-05 15:29:18
185,Hogar,196.03,2026-02-05 15:29:18
186,Hogar,294.78,2026-02-05 15:29:18
187,Hogar,218.29,2026-02-05 15:29:18
188,Hogar,361.61,2026-02-05 15:29:18
189,Electronica,483.41,2026-02-05 15:29:18
190,Hogar,57.58,2026-02-05 15:29:18
191,Electronica,403.68,2026-02-05 15:29:18
192,Hogar,240.06,2026-02-05 15:29:18
193,Electronica,308.01,2026-02-05 15:29:18
194,Hogar,459.73,2026-02-05 15:29:18
195,Electronica,142.61,2026-02-05 15:29:18
196,Electronica,89.15,2026-02-05 15:29:18
197,Electronica,389.4,2026-02-05 15:29:18
198,Hogar,330.46,2026-02-05 15:29:18
199,Electronica,333.66,2026-02-05 15:29:18
200,Hogar,200.3,2026-02-05 15:29:18
201,Electronica,158.15,2026-02-05 15:29:18
202,Electronica,62.13,2026-02-05 15:29:18
203,Electronica,406.42,2026-02-05 15:29:18
204,Hogar,507.23,2026-02-05 15:29:18
205,Hogar,458.73,2026-02-05 15:29:18
206,Hogar,494.44,2026-02-05 15:29:18
207,Hogar,339.43,2026-02-05 15:29:18
208,Electronica,335.65,2026-02-05 15:29:18
209,Hogar,291.57,2026-02-05 15:29:18
210,Electronica,466.04,2026-02-05 15:29:18
211,Electronica,278.27,2026-02-05 15:29:18
212,Hogar,385.76,2026-02-05 15:29:18
213,Hogar,405.44,2026-02-05 15:29:18
214,Hogar,197.14,2026-02-05 15:29:18
215,Electronica,342.38,2026-02-05 15:29:18
216,Electronica,404.45,2026-02-05 15:29:18
217,Hogar,510.52,2026-02-05 15:29:18
218,Hogar,374.22,2026-02-05 15:29:18
219,Electronica,491.03,2026-02-05 15:29:18
220,Electronica,249.48,2026-02-05 15:29:18
221,Hogar,476.24,2026-02-05 15:29:18
222,Electronica,221.93,2026-02-05 15:29:18
223,Electronica,148.28,2026-02-05 15:29:18
224,Electronica,519.75,2026-02-05 15:29:18
225,Hogar,297.56,2026-02-05 15:29:18
226,Electronica,347.51,2026-02-05 15:29:18
227,Electronica,380.68,2026-02-05 15:29:18
228,Electronica,288.39,2026-02-05 15:29:18
229,Electronica,325.64,2026-02-05 15:29:18
230,Electronica,121.23,2026-02-05 15:29:18
231,Hogar,532.75,2026-02-05 15:29:18
232,Electronica,303.59,2026-02-05 15:29:18
233,Hogar,83.96,2026-02-05 15:29:18
234,Hogar,199.85,2026-02-05 15:29:18
235,Electronica,311.81,2026-02-05 15:29:18
236,Electronica,321.43,2026-02-05 15:29:18
237,Hogar,476.92,2026-02-05 15:29:18
238,Hogar,389.19,2026-02-05 15:29:18
239,Electronica,95.7,2026-02-05 15:29:18
240,Electronica,403.54,2026-02-05 15:29:18
241,Hogar,248.32,2026-02-05 15:29:18
242,Hogar,464.61,2026-02-05 15:29:18
243,Electronica,57.44,2026-02-05 15:29:18
244,Electronica,81.62,2026-02-05 15:29:18
245,Electronica,448.14,2026-02-05 15:29:18
246,Electronica,200.18,2026-02-05 15:29:18
247,Hogar,170.35,2026-02-05 15:29:18
248,Hogar,380.61,2026-02-05 15:29:18
249,Hogar,271.38,2026-02-05 15:29:18
250,Electronica,232.91,2026-02-05 15:29:18
251,Electronica,149.96,2026-02-05 15:29:18
252,Hogar,499.46,2026-02-05 15:29:18
253,Electronica,356.03,2026-02-05 15:29:18
254,Electronica,94.07,2026-02-05 15:29:18
255,Hogar,57.21,2026-02-05 15:29:18
256,Hogar,455.08,2026-02-05 15:29:18
257,Electronica,208.51,2026-02-05 15:29:18
258,Electronica,55.93,2026-02-05 15:29:18
259,Electronica,133.46,2026-02-05 15:29:18
260,Hogar,475.26,2026-02-05 15:29:18
261,Hogar,69.76,2026-02-05 15:29:18
262,Hogar,494.12,2026-02-05 15:29:18
263,Electronica,472.63,2026-02-05 15:29:18
264,Hogar,272.65,2026-02-05 15:29:18
265,Electronica,525.78,2026-02-05 15:29:18
266,Hogar,488.97,2026-02-05 15:29:18
267,Electronica,209.48,2026-02-05 15:29:18
268,Electronica,346.8,2026-02-05 15:29:18
269,Hogar,418.74,2026-02-05 15:29:18
270,Electronica,521.48,2026-02-05 15:29:18
271,Hogar,53.71,2026-02-05 15:29:18
272,Hogar,166.04,2026-02-05 15:29:18
273,Hogar,220.39,2026-02-05 15:29:18
274,Electronica,117.75,2026-02-05 15:29:18
275,Hogar,407.44,2026-02-05 15:29:18
276,Electronica,523.61,2026-02-05 15:29:18
277,Hogar,469.7,2026-02-05 15:29:18
278,Hogar,459.45,2026-02-05 15:29:18
279,Electronica,368.44,2026-02-05 15:29:18
280,Hogar,207.34,2026-02-05 15:29:18
281,Hogar,154.06,2026-02-05 15:29:18
282,Hogar,516.83,2026-02-05 15:29:18
283,Electronica,346.08,2026-02-05 15:29:18
284,Hogar,339.44,2026-02-05 15:29:18
285,Electronica,340.87,2026-02-05 15:29:18
286,Electronica,218.16,2026-02-05 15:29:18
287,Hogar,312.03,2026-02-05 15:29:18
288,Electronica,391.97,2026-02-05 15:29:18
289,Hogar,286.96,2026-02-05 15:29:18
290,Hogar,292.35,2026-02-05 15:29:18
291,Electronica,385.56,2026-02-05 15:29:18
292,Electronica,233.54,2026-02-05 15:29:18
293,Hogar,227.34,2026-02-05 15:29:18
294,Electronica,243.65,2026-02-05 15:29:18
295,Hogar,293.72,2026-02-05 15:29:18
296,Electronica,485.82,2026-02-05 15:29:18
297,Hogar,315.69,2026-02-05 15:29:18
298,Electronica,537.69,2026-02-05 15:29:18
299,Hogar,477.01,2026-02-05 15:29:18
300,Hogar,190.27,2026-02-05 15:29:18
301,Hogar,488.64,2026-02-05 15:29:18
302,Hogar,460.46,2026-02-05 15:29:18
303,Electronica,60.85,2026-02-05 15:29:18
304,Electronica,154.28,2026-02-05 15:29:18
305,Electronica,221.42,2026-02-05 15:29:18
306,Hogar,391.52,2026-02-05 15:29:18
307,Electronica,238.59,2026-02-05 15:29:18
308,Electronica,420.57,2026-02-05 15:29:18
309,Electronica,128.94,2026-02-05 15:29:18
310,Electronica,164.81,2026-02-05 15:29:18
311,Electronica,362.1,2026-02-05 15:29:18
312,Hogar,540.19,2026-02-05 15:29:18
313,Electronica,91.59,2026-02-05 15:29:18
314,Hogar,490.37,2026-02-05 15:29:18
315,Electronica,283.43,2026-02-05 15:29:18
316,Electronica,544.12,2026-02-05 15:29:18
317,Hogar,341.95,2026-02-05 15:29:18
318,Hogar,440.11,2026-02-05 15:29:18
319,Electronica,232.16,2026-02-05 15:29:18
320,Hogar,96.49,2026-02-05 15:29:18
321,Hogar,313.91,2026-02-05 15:29:18
322,Hogar,444.95,2026-02-05 15:29:18
323,Hogar,337.84,2026-02-05 15:29:18
324,Hogar,507.33,2026-02-05 15:29:18
325,Hogar,524.7,2026-02-05 15:29:18
326,Hogar,392.32,2026-02-05 15:29:18
327,Electronica,330.46,2026-02-05 15:29:18
328,Electronica,246.74,2026-02-05 15:29:18
329,Hogar,337.0,2026-02-05 15:29:18
330,Hogar,228.32,2026-02-05 15:29:18
331,Electronica,342.23,2026-02-05 15:29:18
332,Electronica,436.92,2026-02-05 15:29:18
333,Hogar,320.01,2026-02-05 15:29:18
334,Electronica,159.86,2026-02-05 15:29:18
335,Electronica,256.07,2026-02-05 15:29:18
336,Electronica,490.11,2026-02-05 15:29:18
337,Hogar,456.36,2026-02-05 15:29:18
338,Hogar,275.34,2026-02-05 15:29:18
339,Electronica,103.03,2026-02-05 15:29:18
340,Electronica,455.31,2026-02-05 15:29:18
341,Hogar,128.68,2026-02-05 15:29:18
342,Hogar,185.49,2026-02-05 15:29:18
343,Electronica,125.49,2026-02-05 15:29:18
344,Hogar,211.75,2026-02-05 15:29:18
345,Electronica,506.34,2026-02-05 15:29:18
346,Electronica,424.74,2026-02-05 15:29:18
347,Hogar,334.17,2026-02-05 15:29:18
348,Hogar,309.97,2026-02-05 15:29:18
349,Hogar,214.58,2026-02-05 15:29:18
350,Hogar,194.45,2026-02-05 15:29:18
351,Hogar,357.17,2026-02-05 15:29:18
352,Electronica,97.93,2026-02-05 15:29:18
353,Electronica,70.24,2026-02-05 15:29:18
354,Hogar,383.19,2026-02-05 15:29:18
355,Electronica,186.01,2026-02-05 15:29:18
356,Electronica,126.19,2026-02-05 15:29:18
357,Hogar,397.11,2026-02-05 15:29:18
358,Hogar,101.22,2026-02-05 15:29:18
359,Electronica,425.46,2026-02-05 15:29:18
360,Hogar,476.38,2026-02-05 15:29:18
361,Hogar,500.38,2026-02-05 15:29:18
362,Hogar,284.46,2026-02-05 15:29:18
363,Electronica,452.14,2026-02-05 15:29:18
364,Hogar,483.36,2026-02-05 15:29:18
365,Hogar,496.38,2026-02-05 15:29:18
366,Electronica,538.07,2026-02-05 15:29:18
367,Electronica,311.41,2026-02-05 15:29:18
368,Hogar,386.12,2026-02-05 15:29:18
369,Hogar,194.65,2026-02-05 15:29:18
370,Hogar,494.12,2026-02-05 15:29:18
371,Electronica,445.6,2026-02-05 15:29:18
372,Hogar,484.72,2026-02-05 15:29:18
373,Electronica,190.16,2026-02-05 15:29:18
374,Electronica,474.46,2026-02-05 15:29:18
375,Hogar,491.77,2026-02-05 15:29:18
376,Electronica,394.91,2026-02-05 15:29:18
377,Electronica,139.73,2026-02-05 15:29:18
378,Electronica,524.09,2026-02-05 15:29:18
379,Hogar,284.08,2026-02-05 15:29:18
380,Hogar,262.34,2026-02-05 15:29:18
381,Hogar,152.35,2026-02-05 15:29:18
382,Hogar,223.33,2026-02-05 15:29:18
383,Electronica,392.87,2026-02-05 15:29:18
384,Electronica,141.21,2026-02-05 15:29:18
385,Hogar,547.86,2026-02-05 15:29:18
386,Electronica,226.62,2026-02-05 15:29:18
387,Hogar,149.47,2026-02-05 15:29:18
388,Hogar,97.83,2026-02-05 15:29:18
389,Electronica,266.81,2026-02-05 15:29:18
390,Electronica,332.52,2026-02-05 15:29:18
391,Hogar,224.03,2026-02-05 15:29:18
392,Electronica,244.74,2026-02-05 15:29:18
393,Hogar,443.71,2026-02-05 15:29:18
394,Electronica,64.92,2026-02-05 15:29:18
395,Electronica,233.26,2026-02-05 15:29:18
396,Electronica,245.39,2026-02-05 15:29:18
397,Hogar,491.08,2026-02-05 15:29:18
398,Electronica,516.75,2026-02-05 15:29:18
399,Electronica,430.19,2026-02-05 15:29:18
400,Hogar,53.3,2026-02-05 15:29:18
401,Electronica,346.44,2026-02-05 15:29:18
402,Electronica,98.17,2026-02-05 15:29:18
403,Hogar,138.44,2026-02-05 15:29:18
404,Hogar,438.41,2026-02-05 15:29:18
405,Electronica,352.66,2026-02-05 15:29:18
406,Hogar,403.6,2026-02-05 15:29:18
407,Electronica,379.08,2026-02-05 15:29:18
408,Hogar,283.98,2026-02-05 15:29:18
409,Electronica,199.9,2026-02-05 15:29:18
410,Electronica,441.95,2026-02-05 15:29:18
411,Electronica,270.48,2026-02-05 15:29:18
412,Electronica,197.52,2026-02-05 15:29:18
413,Electronica,170.61,2026-02-05 15:29:18
414,Hogar,401.07,2026-02-05 15:29:18
415,Hogar,135.36,2026-02-05 15:29:18
416,Hogar,180.47,2026-02-05 15:29:18
417,Electronica,276.41,2026-02-05 15:29:18
418,Hogar,104.61,2026-02-05 15:29:18
419,Electronica,485.02,2026-02-05 15:29:18
420,Hogar,541.0,2026-02-05 15:29:18
421,Electronica,107.57,2026-02-05 15:29:18
422,Electronica,542.34,2026-02-05 15:29:18
423,Hogar,461.18,2026-02-05 15:29:18
424,Hogar,454.94,2026-02-05 15:29:18
425,Hogar,405.69,2026-02-05 15:29:18
426,Hogar,331.51,2026-02-05 15:29:18
427,Electronica,512.95,2026-02-05 15:29:18
428,Electronica,487.22,2026-02-05 15:29:18
429,Hogar,200.03,2026-02-05 15:29:18
430,Hogar,271.12,2026-02-05 15:29:18
431,Hogar,135.36,2026-02-05 15:29:18
432,Hogar,341.99,2026-02-05 15:29:18
433,Hogar,520.47,2026-02-05 15:29:18
434,Hogar,258.42,2026-02-05 15:29:18
435,Hogar,119.14,2026-02-05 15:29:18
436,Hogar,396.72,2026-02-05 15:29:18
437,Electronica,338.73,2026-02-05 15:29:18
438,Electronica,409.27,2026-02-05 15:29:18
439,Hogar,490.89,2026-02-05 15:29:18
440,Hogar,537.51,2026-02-05 15:29:18
441,Electronica,423.03,2026-02-05 15:29:18
442,Electronica,204.42,2026-02-05 15:29:18
443,Electronica,59.53,2026-02-05 15:29:18
444,Hogar,105.41,2026-02-05 15:29:18
445,Hogar,247.02,2026-02-05 15:29:18
446,Electronica,88.14,2026-02-05 15:29:18
447,Electronica,516.87,2026-02-05 15:29:18
448,Electronica,122.29,2026-02-05 15:29:18
449,Electronica,100.84,2026-02-05 15:29:18
450,Electronica,173.68,2026-02-05 15:29:18
451,Hogar,172.11,2026-02-05 15:29:18
452,Electronica,356.82,2026-02-05 15:29:18
453,Electronica,216.63,2026-02-05 15:29:18
454,Hogar,340.61,2026-02-05 15:29:18
455,Hogar,547.74,2026-02-05 15:29:18
456,Electronica,510.12,2026-02-05 15:29:18
457,Hogar,91.67,2026-02-05 15:29:18
458,Hogar,217.19,2026-02-05 15:29:18
459,Electronica,488.52,2026-02-05 15:29:18
460,Hogar,441.74,2026-02-05 15:29:18
461,Hogar,372.7,2026-02-05 15:29:18
462,Hogar,90.98,2026-02-05 15:29:18
463,Hogar,190.1,2026-02-05 15:29:18
464,Hogar,370.49,2026-02-05 15:29:18
465,Hogar,188.82,2026-02-05 15:29:18
466,Electronica,383.91,2026-02-05 15:29:18
467,Electronica,159.9,2026-02-05 15:29:18
468,Hogar,417.8,2026-02-05 15:29:18
469,Electronica,359.88,2026-02-05 15:29:18
470,Electronica,213.51,2026-02-05 15:29:18
471,Hogar,385.35,2026-02-05 15:29:18
472,Electronica,415.5,2026-02-05 15:29:18
473,Electronica,514.69,2026-02-05 15:29:18
474,Hogar,52.24,2026-02-05 15:29:18
475,Hogar,414.95,2026-02-05 15:29:18
476,Hogar,349.48,2026-02-05 15:29:18
477,Electronica,543.53,2026-02-05 15:29:18
478,Hogar,117.11,2026-02-05 15:29:18
479,Hogar,58.06,2026-02-05 15:29:18
480,Electronica,206.78,2026-02-05 15:29:18
481,Electronica,549.87,2026-02-05 15:29:18
482,Electronica,160.85,2026-02-05 15:29:18
483,Electronica,301.1,2026-02-05 15:29:18
484,Hogar,365.87,2026-02-05 15:29:18
485,Electronica,501.05,2026-02-05 15:29:18
486,Electronica,331.88,2026-02-05 15:29:18
487,Electronica,418.19,2026-02-05 15:29:18
488,Hogar,52.96,2026-02-05 15:29:18
489,Electronica,513.57,2026-02-05 15:29:18
490,Electronica,105.28,2026-02-05 15:29:18
491,Hogar,50.03,2026-02-05 15:29:18
492,Electronica,113.9,2026-02-05 15:29:18
493,Hogar,463.45,2026-02-05 15:29:18
494,Hogar,59.63,2026-02-05 15:29:18
495,Hogar,508.63,2026-02-05 15:29:18
496,Electronica,322.14,2026-02-05 15:29:18
497,Hogar,403.21,2026-02-05 15:29:18
498,Electronica,279.22,2026-02-05 15:29:18
499,Electronica,442.08,2026-02-05 15:29:18
500,Electronica,126.63,2026-02-05 15:29:18
501,Electronica,419.18,2026-02-05 15:29:18
502,Electronica,492.64,2026-02-05 15:29:18
503,Hogar,203.17,2026-02-05 15:29:18
504,Electronica,118.99,2026-02-05 15:29:18
505,Electronica,495.89,2026-02-05 15:29:18
506,Electronica,477.23,2026-02-05 15:29:18
507,Electronica,340.33,2026-02-05 15:29:18
508,Electronica,165.82,2026-02-05 15:29:18
509,Hogar,421.73,2026-02-05 15:29:18
510,Electronica,504.41,2026-02-05 15:29:18
511,Hogar,429.49,2026-02-05 15:29:18
512,Electronica,345.11,2026-02-05 15:29:18
513,Electronica,252.53,2026-02-05 15:29:18
514,Electronica,151.91,2026-02-05 15:29:18
515,Electronica,315.42,2026-02-05 15:29:18
516,Hogar,183.08,2026-02-05 15:29:18
517,Hogar,470.43,2026-02-05 15:29:18
518,Hogar,123.76,2026-02-05 15:29:18
519,Electronica,264.26,2026-02-05 15:29:18
520,Electronica,220.41,2026-02-05 15:29:18
521,Hogar,141.24,2026-02-05 15:29:18
522,Hogar,61.57,2026-02-05 15:29:18
523,Electronica,118.84,2026-02-05 15:29:18
524,Hogar,489.54,2026-02-05 15:29:18
525,Electronica,365.25,2026-02-05 15:29:18
526,Hogar,124.62,2026-02-05 15:29:18
527,Electronica,56.52,2026-02-05 15:29:18
528,Electronica,360.82,2026-02-05 15:29:18
529,Electronica,57.63,2026-02-05 15:29:18
530,Electronica,289.09,2026-02-05 15:29:18
531,Hogar,172.63,2026-02-05 15:29:18
532,Electronica,264.74,2026-02-05 15:29:18
533,Hogar,540.57,2026-02-05 15:29:18
534,Hogar,299.43,2026-02-05 15:29:18
535,Hogar,67.31,2026-02-05 15:29:18
536,Hogar,517.78,2026-02-05 15:29:18
537,Hogar,507.33,2026-02-05 15:29:18
538,Hogar,428.17,2026-02-05 15:29:18
539,Electronica,281.09,2026-02-05 15:29:18
540,Hogar,67.37,2026-02-05 15:29:18
541,Hogar,188.42,2026-02-05 15:29:18
542,Electronica,326.73,2026-02-05 15:29:18
543,Hogar,119.01,2026-02-05 15:29:18
544,Hogar,360.3,2026-02-05 15:29:18
545,Electronica,391.2,2026-02-05 15:29:18
546,Hogar,93.79,2026-02-05 15:29:18
547,Hogar,546.98,2026-02-05 15:29:18
548,Electronica,255.48,2026-02-05 15:29:18
549,Hogar,243.12,2026-02-05 15:29:18
550,Electronica,177.45,2026-02-05 15:29:18
551,Electronica,217.4,2026-02-05 15:29:18
552,Electronica,462.65,2026-02-05 15:29:18
553,Hogar,186.37,2026-02-05 15:29:18
554,Hogar,224.49,2026-02-05 15:29:18
555,Hogar,253.85,2026-02-05 15:29:18
556,Electronica,371.91,2026-02-05 15:29:18
557,Hogar,157.67,2026-02-05 15:29:18
558,Electronica,390.25,2026-02-05 15:29:18
559,Electronica,404.52,2026-02-05 15:29:18
560,Electronica,282.14,2026-02-05 15:29:18
561,Hogar,432.69,2026-02-05 15:29:18
562,Electronica,257.15,2026-02-05 15:29:18
563,Hogar,282.75,2026-02-05 15:29:18
564,Hogar,376.92,2026-02-05 15:29:18
565,Hogar,369.18,2026-02-05 15:29:18
566,Electronica,534.1,2026-02-05 15:29:18
567,Hogar,483.19,2026-02-05 15:29:18
568,Electronica,148.93,2026-02-05 15:29:18
569,Electronica,331.43,2026-02-05 15:29:18
570,Electronica,253.66,2026-02-05 15:29:18
571,Hogar,54.33,2026-02-05 15:29:18
572,Hogar,438.46,2026-02-05 15:29:18
573,Electronica,401.59,2026-02-05 15:29:18
574,Electronica,199.48,2026-02-05 15:29:18
575,Hogar,268.72,2026-02-05 15:29:18
576,Hogar,267.43,2026-02-05 15:29:18
577,Hogar,281.99,2026-02-05 15:29:18
578,Electronica,339.51,2026-02-05 15:29:18
579,Hogar,241.8,2026-02-05 15:29:18
580,Electronica,454.29,2026-02-05 15:29:18
581,Hogar,422.6,2026-02-05 15:29:18
582,Hogar,282.18,2026-02-05 15:29:18
583,Electronica,237.02,2026-02-05 15:29:18
